kW
4,6
2,9
3,3
3,3
1,9
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2,1
8,7
12,6
15
15,5
16
13,9
10,6
4,1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0,3
1,9
6,8
9,3
15
9,1
9,4
6,7
1,5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,1
3,2
7,2
4,2
6,3
2,1
3,4
2,5
2,3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3,3
8,6
12,4
13,5
13,9
13,3
11
8,7
3,8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
9,6
14
15,4
13,1
12,9
8,7
7,6
3,1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2,6
5,1
7,9
12,4
12,4
12,7
8,6
10,3
4,7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2,8
1,7
8
3,6
3,7
9
7,8
4,5
2,7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2,2
5,5
6,8
8,6
9,3
11,7
6
4,9
3,1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0,9
3,5
7,6
8,6
12
11,6
11,7
7,1
4,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,2
10,1
10,2
15,2
15,7
14,9
12,9
10,6
4,6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,6
8,1
15,9
15,9
15,8
8,8
4
1
5,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5,6
9,5
13,9
15,7
16,2
15,6
13,3
9,6
6,1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3,5
7,4
16,4
17
17,5
16,1
11,7
6,9
3,7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,9
12,6
21,8
17,8
16,8
17,3
14,7
12,9
7,7
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6,6
14,2
20,1
22,8
14,5
5,2
9,4
9,5
1,3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,6
5,2
11,6
11,4
9,6
9,7
11,3
7,7
2,8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7,4
13,7
22,2
25,4
25,9
25,4
22,4
17,2
9,9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9,7
17
23,1
25,7
26,5
25,4
22,7
17,6
10,3
0,8
0
0
0
0
0
0
0
0
0
0
0
0
0
0,8
9
10,6
22,3
23,6
21,5
9,1
5,9
3,3
3,5
0,3
0
0
0
0
0
0
0
0
0
0
0
0
0
0,8
10,4
18,2
23
22,8
19,9
24,8
17,2
6,1
5,5
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
8,9
13,2
19,7
22,7
20,4
25,3
22,6
18
10,9
1,3
0
0
0
0
0
0
0
0
0
0
0
0
0
0,4
7,4
18,4
20,9
13,4
2,2
5,7
4,5
14,2
11,4
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1,1
9,3
17,7
22,8
12,7
19,1
11,1
17,1
12,8
11,3
1,6
0
0
0
0
0
0
0
0
0
0
0
0
0
0,9
5,3
9,5
21,2
25,6
26,7
0
22,1
6,6
6,6
0,4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5,6
9,2
12,9
14,8
14,5
13,5
12,4
10,8
6,8
3,5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6,5
9,9
13,7
14,4
14,9
14,2
13,1
10,7
7,6
3,4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5,3
10,1
14,2
15,7
15,4
14,5
14,4
10,9
4,1
3,1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
4
3,9
3,5
4,1
2,6
2,2
5,7
2,3
2,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0,5
0,8
3
7,8
8,2
11,7
21,6
13
11,8
6,6
4,4
0
0
0
0
0
0
0
0
0
0
0
0
0
0,3
5,5
9,6
12,1
13,3
16,5
14,7
14,9
12,3
8,6
3,4
0
0
0
0
0
0
0
0
0
0
0
0
0
0,8
6,5
10,8
14,8
16,1
16,5
16,8
14,7
13,2
8,4
4,4
0
0
0
0
0
0
0
0
0
0
0
0
0
0,8
4,9
8,5
15,1
15,5
14,6
10,6
7,4
5,3
2,3
2,7
0
0
0
0
0
0
0
0
0
0
0
0
0
0,5
3,7
12,9
9,6
15,4
10,3
2,8
3,1
3,1
6,9
1,9
0
0
0
0
0
0
0
0
0
0
0
0
0
0,5
3,1
3,9
7,1
12,8
13,9
15,4
13,8
12
7,9
2,9
0
0
0
0
0
0
0
0
0
0
0
0
0
1,9
7,1
10,1
13,9
15,1
12,4
7,9
6,4
3,7
1,6
0,6
0
0
0
0
0
0
0
0
0
0
0
0
0
1,8
1,2
11,6
15,2
18,1
19,2
18,8
11,7
11,8
8,6
5,3
0
0
0
0
0
0
0
0
0
0
0
0
0
2,7
8,5
12,5
16,6
18,9
20
19,4
17,4
14,6
10,6
5,1
0
0
0
0
0
0
0
0
0
0
0
0
0
1,1
7,5
9,2
15,2
17,1
20,2
19,4
17,9
12,2
9,6
3,3
0
0
0
0
0
0
0
0
0
0
0
0
0
1,4
2,2
15,5
18,8
21,8
22,3
22,1
20,2
16,8
11,4
5,6
0
0
0
0
0
0
0
0
0
0
0
0
0
2,5
4,2
14,2
19,3
21,9
22,8
23,4
20,4
17,2
12,3
5,6
0
0
0
0
0
0
0
0
0
0
0
0
0
3,6
10,9
15,9
20
23,5
24
23,7
21,8
16,1
7,3
5,4
0
0
0
0
0
0
0
0
0
0
0
0
0
1,4
5,6
8,8
15,7
23,4
24,7
25,1
22,8
19
13,4
6,2
0
0
0
0
0
0
0
0
0
0
0
0
0
0,5
1,7
4,7
15,9
21,8
19,7
2,8
4,2
3,5
1
3,1
0
0
0
0
0
0
0
0
0
0
0
0
0
0,5
4,9
10,3
14,7
11,6
19,1
17,2
16,1
13,1
12
5,3
0
0
0
0
0
0
0
0
0
0
0
0
0
2,1
6
13,1
17,5
18,5
22,9
22,9
22,7
15,5
12,7
9,4
0
0
0
0
0
0
0
0
0
0
0
0
0
1,8
3,3
5,1
7,4
6,8
12,8
13
23,2
31
21,1
10,1
0
0
0
0
0
0
0
0
0
0
0
0
0
2,2
10,2
18,3
22,7
29,1
27,9
27,7
24,9
17,5
8,8
4,9
0
0
0
0
0
0
0
0
0
0
0
0
0
7,1
18,2
27,2
36,2
38,9
38,9
38,9
37,8
30,9
21,1
9,7
0
0
0
0
0
0
0
0
0
0
0
0
0
1,8
9,4
13,8
24,4
13,2
9,6
6,7
4,1
3
2,3
2,3
0,4
0
0
0
0
0
0
0
0
0
0
0
0
0,8
8,3
15,3
29,3
34,6
38,9
38,9
36,8
28,8
18,7
1,9
0,5
0
0
0
0
0
0
0
0
0
0
0
0
6,7
15,8
24,4
34,7
38,5
38,9
36,6
33,6
22,8
18,4
7,8
0
0
0
0
0
0
0
0
0
0
0
0
0
5,2
16,1
28,8
30,2
27,7
16,9
7
3,4
12,7
12,1
7,3
0,6
0
0
0
0
0
0
0
0
0
0
0
0
2,1
4,8
14,3
10,5
16,4
23,4
38,9
23
9,7
17,6
6,8
0,7
0
0
0
0
0
0
0
0
0
0
0
0
2,8
3,4
3,7
4,6
5,3
5,6
5,8
5
4
3,3
2,3
0,3
0
0
0
0
0
0
0
0
0
0
0
0
1,6
2,2
3,8
11,2
22,4
27,8
39
23,9
28
17,5
9,8
0,8
0
0
0
0
0
0
0
0
0
0
0
1
3,4
6,6
12
20,1
27,9
29,6
21,1
16,4
11,4
9,9
2,9
0
0
0
0
0
0
0
0
0
0
0
0
0,3
7,2
13,3
22,7
30,1
34,1
38,9
38,7
33,4
23,7
13,8
5,5
0
0
0
0
0
0
0
0
0
0
0
0
1,2
10,3
21,7
31
37,2
38,9
38,9
38,2
32,9
1,5
11,8
6,2
0
0
0
0
0
0
0
0
0
0
0
0
0,3
1,6
4,4
6,2
11,1
22,5
12,6
5,8
4,6
7,9
12,9
4,1
0
0
0
0
0
0
0
0
0
0
0
0
1,5
12
23,4
32,6
38,4
39
39
39
33,8
23,8
18,2
7,6
0,3
0
0
0
0
0
0
0
0
0
0
0
1,4
12,3
23,3
32,1
37,6
38,9
38,9
38,7
34,6
26,6
13,8
4,5
0,2
0
0
0
0
0
0
0
0
0
0
0
1,7
11,5
22,3
31,3
37,3
38,9
38,9
38,8
35
15,3
7,3
4,5
0,3
0
0
0
0
0
0
0
0
0
0
0
0,3
3,6
8,4
18,9
27,3
39
38,9
31,5
16,6
15
16,7
7,3
0,4
0
0
0
0
0
0
0
0
0
0
0
2
11,3
22,4
31,6
37,1
38,9
38,9
38,1
33,4
24,6
7,9
6,5
0,5
0
0
0
0
0
0
0
0
0
0
0
2
11,7
19,7
30,2
37,1
38,9
38,9
31,9
34,2
26,5
16,4
7,5
0,5
0
0
0
0
0
0
0
0
0
0
0
2,1
11,6
22,2
31,3
37,2
38,9
38,9
39
35,4
28
18,2
7,3
0,6
0
0
0
0
0
0
0
0
0
0
0
2,3
11,7
22,3
31,1
37
38,9
38,9
38,9
35,6
28
18,4
7,5
0,6
0
0
0
0
0
0
0
0
0
0
0
2,4
12,7
23
31,5
37,2
38,9
38,9
38,7
35,3
27,7
18,3
7,7
0,7
0
0
0
0
0
0
0
0
0
0
0
2,5
12,5
22,7
31,1
37,1
38,9
38,9
38,5
35,3
28
18,4
7,7
0,7
0
0
0
0
0
0
0
0
0
0
0
2,6
13,1
23,4
31,6
37,2
38,9
38,9
38,9
35,1
28
18,6
7,8
0,8
0
0
0
0
0
0
0
0
0
0
0
2,7
13,5
20,2
31,8
36,9
36,7
38,6
36,5
35
27,9
17,2
8,2
0,9
0
0
0
0
0
0
0
0
0
0
0
2,7
12
23,4
31,9
37,3
38,9
38,9
38,8
35,4
28,1
18,6
7,9
0,9
0
0
0
0
0
0
0
0
0
0
0
3
13
14,6
6,2
6,1
7,9
11,4
13
5,3
7,2
4,4
3,5
0,9
0
0
0
0
0
0
0
0
0
0
0
2,9
8,8
19,6
30,2
35,9
38,9
39
38,9
35,5
28
18,6
7,9
1
0
0
0
0
0
0
0
0
0
0
0
3,2
14
24
32
37,4
38,9
38,9
38,8
35
26,4
15,7
7,8
1
0
0
0
0
0
0
0
0
0
0
0
3,3
13,1
23,5
31,9
37,6
39
38,9
38,9
35,7
28,4
18,8
8
1,1
0
0
0
0
0
0
0
0
0
0
0
3,4
13,4
22,7
31,8
37,2
38,9
38,9
39
35,3
28,2
18,7
8,2
1,1
0
0
0
0
0
0
0
0
0
0
0
3,5
14
24
31,8
37,4
38,9
38,9
38,8
35,1
27,7
18,3
7,8
1,1
0
0
0
0
0
0
0
0
0
0
0
2,2
4
4,7
6,2
9,8
7,9
9,7
7,3
13,5
10,5
4,4
2,7
0,7
0
0
0
0
0
0
0
0
0
0
0
3,7
3,8
6,6
21
28
5,1
7,6
38,1
26
28,1
18,8
8,4
1,3
0
0
0
0
0
0
0
0
0
0
0
3,3
6,5
18,8
31,8
33,2
37,3
38,9
32,5
29
23,9
17
7,6
1,4
0
0
0
0
0
0
0
0
0
0
0,2
3,9
13,6
23,6
31,5
37,2
38,9
33,6
36,7
26,4
23,9
18,7
8,3
1,3
0
0
0
0
0
0
0
0
0
0
0,3
4
14,5
24,1
32,1
37,2
38,9
38,9
38,9
35
27,9
18,6
8,3
1,4
0
0
0
0
0
0
0
0
0
0
0,2
3,5
13,1
21,1
30,3
30,1
31,1
30,4
23,7
15,3
15,6
18,4
8,1
1,6
0
0
0
0
0
0
0
0
0
0
0
1,4
4,6
8,1
15,1
27,9
35
37,6
38,1
29,4
28,1
18,8
8,6
1,7
0
0
0
0
0
0
0
0
0
0
0,2
1,5
8,9
17,6
16,9
32,7
9,6
3,6
7,9
5,2
2,5
8,1
5,8
1,5
0
0
0
0
0
0
0
0
0
0
0,9
4,3
14,6
25,2
33,4
38,6
34,5
29,9
35,7
29,8
9,3
19,8
4,3
1,6
0
0
0
0
0
0
0
0
0
0
1
4,4
13,9
24,9
29
9,1
25,8
21,1
32,2
34,2
27,2
13,6
8,2
1,7
0
0
0
0
0
0
0
0
0
0
1,1
4,5
14,4
24,6
31,9
33,1
5,5
26,5
34,7
23,8
25
17,3
7,5
1,7
0
0
0
0
0
0
0
0
0
0
1
1,7
6,8
19,5
30
37
33,7
3,6
4,5
12,2
14,3
16,5
6,3
2
0
0
0
0
0
0
0
0
0
0
0,2
2,2
6,5
6,5
27,6
37,4
35,5
36,3
33,9
32,6
25,5
9,6
4,1
1,9
0
0
0
0
0
0
0
0
0
0
1,2
4,7
14,9
25,1
33
35,6
11,5
22,7
34,7
30,6
20,7
17,9
8,8
1,9
0
0
0
0
0
0
0
0
0
0
0,3
4,8
14,7
24,5
32,2
37,3
38,4
36,9
37,5
33,4
20,3
18,2
7,6
1,9
0
0
0
0
0
0
0
0
0
0
1,2
4,8
13,7
23,7
32
37,2
32,4
14,7
14,7
24,5
25,1
18,3
8,6
2,1
0
0
0
0
0
0
0
0
0
0
1
4,6
11,4
24,3
30,3
37,1
37,2
24,7
20,1
24,6
16,4
18,3
8,7
2,1
0
0
0
0
0
0
0
0
0
0
0,3
4,5
11,7
23,9
27,6
37,2
38,7
23,8
34,4
33,7
27,4
18,9
9
2
0
0
0
0
0
0
0
0
0
0
2
5
15,1
24,8
32,4
37,2
38,9
38,9
34,7
27,7
23,6
17,7
8,5
2
0
0
0
0
0
0
0
0
0
0
2
5
15
24,5
32,1
36,9
38,9
37,5
32,2
30,8
27,6
17
9
2,1
0
0
0
0
0
0
0
0
0
0
2,1
5
14,9
24,2
31
36,2
28,2
36
38,2
34,8
28,2
19,5
9,1
2,1
0
0
0
0
0
0
0
0
0
0
2,1
5,1
14,8
24,2
31,4
36,7
38,9
38,8
37,4
26,8
9,4
6,1
8,5
2,2
0
0
0
0
0
0
0
0
0
0
2,3
5
15,6
22,1
30,3
36,4
36,8
14,5
35,9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18,7
26,9
21,3
8,4
3,7
2,9
1
0,3
0
0
0
0
0
0
0
0
0
0
2
0
0
5,5
3,8
4,6
4,4
0
5,3
4,5
3,9
2,9
4
1,1
0
0
0
0
0
0
0
0
0
0
1,2
3,8
3,6
11
8,5
5,5
4
10,5
7,9
4,9
4,2
5,7
0,9
2,5
0,2
0
0
0
0
0
0
0
0
0
1,3
3,6
4,6
6,6
15,2
21,5
21,6
26,2
30,3
24,6
17,6
11,5
8,8
2,4
0,2
0
0
0
0
0
0
0
0
0
0,2
1
2,4
5,2
5,4
15,5
20,8
15,9
26,8
28
17,2
7,4
6,5
2,3
0,1
0
0
0
0
0
0
0
0
0
2,3
5,4
14,9
23,6
31
35,4
37,9
36,5
34,4
32,9
27,5
14,3
0,9
2,1
0,3
0
0
0
0
0
0
0
0
0
2,1
5
13,5
23,3
32,8
37,2
38,4
32,3
32,7
28,6
13,4
3,4
6,7
2,6
0,3
0
0
0
0
0
0
0
0
0
1,5
5,3
13,6
23,7
26,3
28,8
38,9
28,6
32,7
25,5
27,1
16,4
8,9
0,6
0,4
0
0
0
0
0
0
0
0
0
2,2
5,4
14,2
23,6
31,1
36,9
38,9
39
37,9
34,1
27,2
19,1
9,3
2,4
0,4
0
0
0
0
0
0
0
0
0
1,9
5,3
13,3
21,8
29,7
35,5
38,5
38,5
37,3
33,1
25,9
16,9
8,5
2,6
0,3
0
0
0
0
0
0
0
0
0
0,6
2,9
7
14,4
21,9
32,8
37,9
38,1
37,3
33,4
26,6
18,4
9,1
2,7
0,4
0
0
0
0
0
0
0
0
0
1,9
5,4
12,3
18,3
25
28,3
34,3
38,9
36,2
34,1
27,5
19
9,3
2,5
0
0
0
0
0
0
0
0
0
0
2,6
5,2
15,2
24,8
32,3
37,4
38,9
38,9
38,6
34,5
28,5
19,9
9,8
2,5
0,5
0
0
0
0
0
0
0
0
0
2
2,3
7,5
14
15,7
19
33,3
36
32,7
20,1
18,4
8,7
6,6
1,7
0,1
0
0
0
0
0
0
0
0
0
0,3
1,2
4,2
4,4
8,2
9,6
21,2
14,7
18,3
15,1
8,1
8,9
5,1
2,3
0,5
0
0
0
0
0
0
0
0
0
2,2
4,8
13,4
22,6
29,7
33,5
33,1
36,4
33
32,5
26,4
17,8
7,2
2,9
0,6
0
0
0
0
0
0
0
0
0
0,8
5,3
10,7
12,8
30,2
21,9
37,3
17,2
8,4
13,2
6,2
3,7
2,8
1
0,5
0
0
0
0
0
0
0
0
0
1,5
3,9
8,2
11,9
22,5
33,4
10,7
29,4
37,6
33,7
27,7
19,3
9,8
2,5
0,7
0
0
0
0
0
0
0
0
0
2
5
3,4
9,4
27,8
33,7
34,4
30
32,3
31,6
26,1
17,2
9,4
2,9
0,7
0
0
0
0
0
0
0
0
0
2,4
5,1
8,3
17,3
28,7
33,2
36,7
24,9
35,4
32,3
26,9
18,5
9,5
2,6
0,7
0
0
0
0
0
0
0
0
0
2,2
5,3
14,3
16
30,4
35
37,8
37,6
32,6
12,5
5,3
7,7
1,3
3
0,6
0
0
0
0
0
0
0
0
0
0,4
1,9
7,3
3,3
2,3
6,5
3,6
2,9
2,7
2,8
2
2,3
5
3
0
0
0
0
0
0
0
0
0
0
1,7
2,5
2,4
2,6
3,2
5,1
6,3
7,2
7,7
30,1
7
10
9,7
2,6
1,6
0
0
0
0
0
0
0
0
0
0,2
1
2,9
4,3
9,2
8,8
11
15,4
9,7
16,8
12,2
3,1
2
2,8
0,8
0
0
0
0
0
0
0
0
0
1,6
1,9
3,1
2,7
2,6
8,4
4,1
9,8
4,6
6,5
5,4
4
10,3
2,5
0
0
0
0
0
0
0
0
0
0
0,3
3,1
5,5
7,1
7,2
6,3
6,8
18,7
38,1
26,9
11,6
4,4
8,2
2,7
0,1
0
0
0
0
0
0
0
0
0
2,8
5,2
14,9
24,2
31,6
36,5
38,2
38,9
36,5
29,3
27,9
18,9
9,4
2,7
1,7
0
0
0
0
0
0
0
0
0
2,8
5,2
14,7
24
30,2
35,4
37,7
38,7
37,6
34,1
27,9
19,6
10,1
2,6
1,2
0
0
0
0
0
0
0
0
0
2,8
5,1
14,5
23,6
30,9
35,6
38,2
38,4
37,2
33,3
27,6
19,4
10,1
2,6
1,6
0
0
0
0
0
0
0
0
0
2,8
5
14,4
23,3
30,6
35,5
37,9
38,4
37,1
33,3
27,3
19,1
9,8
2,7
1,4
0
0
0
0
0
0
0
0
0
2,7
5,1
14
23
30,3
34,7
37,9
38,2
37,1
33,3
27,4
19,2
10
2,7
1,5
0
0
0
0
0
0
0
0
0
2,4
5,1
13,7
22,4
30
34,6
36,2
37,4
36,2
33,7
17,5
19
9,8
2,8
1,7
0
0
0
0
0
0
0
0
0
2,2
5,1
13,3
22,3
29,6
34,4
37,3
37,4
36,2
32,5
26,4
18,3
9,7
3,2
1,9
0
0
0
0
0
0
0
0
0
2,3
4,5
13,3
22,1
29,4
32,9
35,7
37,5
36,6
33
26,4
20
7,3
2,9
2
0
0
0
0
0
0
0
0
0
2,5
2,7
7,6
8,5
8,5
4,3
5,1
9,2
24,8
23
27,9
19,6
10,3
2,8
2
0
0
0
0
0
0
0
0
0
0,3
3,1
4,6
11,3
23,9
27,2
28,5
28
28,5
28,6
23,3
11,3
10,3
2,8
1,6
0
0
0
0
0
0
0
0
0
2,6
4,9
13,9
23
30,4
35,4
37,5
38,2
35,6
32,5
19,9
19,6
9,1
3,2
1
0
0
0
0
0
0
0
0
0
1,9
1,4
2,4
11,3
6,4
4,1
2,9
2,9
2,8
2,5
2,5
2,3
2,5
2
0
0
0
0
0
0
0
0
0
0
2,7
4,1
7,6
17,4
31
35,7
35,6
30,1
32,2
31,3
20,3
18,6
10,6
2,7
1,9
0
0
0
0
0
0
0
0
0
2,7
4,8
13,9
22,8
29
25,4
34,1
37,7
37,1
32,7
27,1
19,8
10,6
2,7
1,9
0
0
0
0
0
0
0
0
0
1,7
4,9
13,4
22,6
28,8
34,6
35,9
38,1
37
33,1
26,4
19
10,1
3
1,9
0
0
0
0
0
0
0
0
0
2
4,8
13,1
20,3
29,7
34,5
37,8
38,1
36,4
8
14
11,1
8
2,9
1,7
0
0
0
0
0
0
0
0
0
2,3
4,8
13,2
21,9
29,3
34,2
37,6
37,6
36,5
33,1
27,2
19,2
10,1
2,8
1,5
0
0
0
0
0
0
0
0
0
1,5
1,3
2,9
4,2
11,1
34,3
37,2
38,3
37
33,1
22,8
19,3
10,1
3,2
1,1
0
0
0
0
0
0
0
0
0
2,4
4,6
13,5
22,2
27,5
35
34,5
35,8
36,4
31,4
27,1
19,5
9,7
2,6
1,3
0
0
0
0
0
0
0
0
0
0,2
0,6
2,5
4,3
10,6
4,9
4,4
5,6
5,5
5,9
7,1
8
6
3,2
1,6
0
0
0
0
0
0
0
0
0
2,6
4,4
13,7
22,9
29,8
35,2
37,9
38,6
37,5
34,3
27,6
20
10,3
2,9
1,6
0
0
0
0
0
0
0
0
0
2,6
4,3
13,7
22,7
30
35,2
37,9
38,4
34,2
29,4
20
3,6
6,1
1,6
0,4
0
0
0
0
0
0
0
0
0
0,3
4,5
12,4
8,9
20,3
28,5
35,7
37,9
34,1
33
16,3
11,8
10,8
2,8
0,7
0
0
0
0
0
0
0
0
0
1,5
4,5
13,3
21,1
26
34,8
38
38,7
37,8
34,5
27,7
19,9
10,5
2,9
1,5
0
0
0
0
0
0
0
0
0
2,2
4,3
13,3
21,9
27,6
34,5
27,8
37,9
36,1
33,5
27,6
15,9
9,4
2,9
1,7
0
0
0
0
0
0
0
0
0
2,6
3,7
9,8
18,7
29,2
34,8
26,8
6,5
2,7
25,9
16,8
19,6
10,2
2,9
1,3
0
0
0
0
0
0
0
0
0
2,2
4,2
12,5
22,1
29,4
34,6
37,2
37,2
37
33,9
27,4
19,8
10,2
2,8
1,3
0
0
0
0
0
0
0
0
0
2,2
4,1
13,1
21,9
29,4
34,6
37,4
38
36,3
30,9
18
18,6
9,6
2,8
1,2
0
0
0
0
0
0
0
0
0
1,7
4,3
12,5
21,4
28,8
34,2
37,3
38,2
36,3
33
26,9
18,1
10,7
2,6
0,9
0
0
0
0
0
0
0
0
0
0,3
3
1,1
3,6
4
18,5
21,6
7,5
8,6
5,4
2
1,5
1,1
2,6
0
0
0
0
0
0
0
0
0
0
1,9
1,2
13,4
22,7
30
34,9
33
14,2
31,2
33
18,9
10,2
7
3,2
1
0
0
0
0
0
0
0
0
0
0,6
2,6
9,9
11,6
28,5
21,3
21,7
15,2
6,9
10
4,5
9,9
9,6
3,2
0,8
0
0
0
0
0
0
0
0
0
0,1
0,7
1,6
2,1
4,4
5,2
6,2
5,7
5,3
5,1
3,3
3,2
2,1
0,4
0,3
0
0
0
0
0
0
0
0
0
0,1
1,1
11,8
8
6
15,9
34,5
27,9
21,6
21,4
13
6,2
2,8
3,1
0,6
0
0
0
0
0
0
0
0
0
0,3
3,2
4,6
10,1
4,5
30,4
10,6
37,5
5,6
25,1
27
16,9
10,8
2,2
0,6
0
0
0
0
0
0
0
0
0
0,9
4
12,6
21,6
29,4
34,8
37,4
38
22,9
33,7
26,8
19,8
10,2
2,6
0,6
0
0
0
0
0
0
0
0
0
1,6
3,9
12,4
21,6
28,2
34,6
37,3
37,6
32
30,6
25,9
19,5
10,1
